fid,StudySite,ESUnumber,CropType,CropHeight,Rowspacing,LeafType,PhenoState,RowOrienta,SkyCond,SamplStrat,Irrigation,b_Tilled,Operators,d_observa,X_UTM,Y_UTM,Date,LAI_g_B_mi,fCover,LicorLAI,LAI_AccuPA,SD_LAI_Acc,B443_1,B490_1,B560_1,B665_1,B705_1,B740_1,B783_1,B842_1,B865_1,B945_1,B1610_1,B2190_1,FID_,f_datetime,Time,Scientific,LAI_g_B,Pocket_LAI,AccuPAR,443_1,490_1,560_1,665_1,705_1,740_1,783_1,842_1,865_1,945_1,1610_1,2190_1,layer,path
"50",MR,"3108",CEBADA,60,0,"-1","-1",,CL,D,"-1","0","-1",cebada de 2 carreras,344171.329421,4626558.086,2018/06/15,,,,2.66,0.34409301068,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"51",MR,"3113",CEBADA,75,0,"-1",MA,,CL,D,R,"0",VPG,,345354.294599,4627076.22006,2018/06/15,,,,2.944,0.77506773898,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"52",MR,"3114",VEZA,75,0,"-1",FL,,CL,D,R,"0",VPG,,345385.007878,4626865.89879,2018/06/15,,,,5.96,1.55980768045,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"53",MR,"3116",TRIGO BLANDO,80,0,N,MA,,CL,D,R,"0","-1",,346121.135261,4627336.74418,2018/06/15,,,,3.454,0.58654070618,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"54",MR,"3117",GARBANZOS,30,0,B,FL,,CL,D,R,"0",VPG,parcela afectada por la rabia del garbanzo. Por eso hay muchos cercos secos,345344.515739,4626352.61208,2018/06/15,,,,1.68,0.438178046,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"55",MR,"3118",GIRASOL,55,0,B,GU,,CL,D,R,"0",VPG,,345280.40727,4626363.58305,2018/06/15,,,,1.84,0.71035202541,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"56",MR,"3119",REMOLACHA,35,0,B,GU,,CL,D,I,"0",VPG,,345224.560451,4626171.55815,2018/06/15,,,,1.604,0.99294007876,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"57",MR,"3120",GIRASOL,50,0,B,GU,,CL,D,R,"0",VPG,,345253.159747,4625906.14199,2018/06/15,,,,1.506,0.41186162725,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"58",Greg,"4101",LENTEJAS,60,0,B,MA,,OV,D,R,"0",VPG,Full of weeds. Ya tiene la semilla de las lentejas gordita,347342.014692,4605237.11324,2018/06/28,,,,4.062,1.00235722175,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"59",Greg,"3121",MAIZ,110,0,"-1","-1",,OV,D,I,"0","-1",,346228.868686,4604258.06799,2018/06/28,,,,2.112,0.59604530029,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"60",Greg,"4102",RAYGRAS,20,0,"-1",GU,,PC,D,R,"0",VPG,segado no hace mucho. Se ha empacado toda la siega. amontonadas en 2 torres. es como medir sobre un césped,345513.303343,4603281.39153,2018/06/28,,,,0.73,0.20615528128,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"61",Gsec,"4103",CEBADA,70,0,"-1",SE,,PC,D,"-1","0","-1",,339447.92914,4602438.92278,2018/06/28,,,,3.354,0.44218774293,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"62",Gsec,"4105",LENTEJAS,0,0,"-1","-1",,PC,D,"-1","0",VPG,cercos verdes y amarillos. hay zonas ya en senescencia. mido LAI en una mezcla,339259.150504,4601309.22365,2018/06/28,,,,2.94,1.32334802679,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"63",Gsec,"4106",MEZCLA AVENA-TRIGO,0,0,"-1","-1",,PC,"-1","-1","0","-1",segado. La siega está  en hileras,339293.054017,4601170.96611,2018/06/28,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"64",Gsec,"4104",ALFALFA,0,0,B,MA,,PC,"-1",R,"0","-1",,339227.65466,4601185.52559,2018/06/28,,,,2.298,0.25839891641,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"65",Otro,"3123",GUISANTES,0,0,"-1",SE,,PC,D,R,"0",VPG,casi seco,351387.782422,4624379.72579,2018/06/28,,,,2.506,0.84978232507,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"66",Otro,"124",TRIGO BLANDO,0,12,N,SE,parallel to the way,PC,D,R,"0",VPG,las medias D y El está  más verde el trigo y x lo tanto más espeso,351408.16847,4624326.26713,2018/06/28,,,,1.404,0.55292856682,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"67",MR,"3122",GUISANTES,0,0,B,SE,,PC,D,R,"0",VPG,,346895.649893,4628001.07519,2018/06/28,,,,1.394,0.34925635284,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"68",MR,"4107",GARBANZOS,50,0,"-1",MA,,PC,"-1",R,"0",VPG,,344067.044599,4626564.86002,2018/07/02,,,,2.734,0.46489783824,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"69",MR,"4109",TRIGO BLANDO,80,0,N,SE,,PC,D,R,"0",VPG,,344110.205451,4626663.5453,2018/07/02,,,,1.542,0.29218145047,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
